localizacion	titulo	descripcion	calif	precio	impuesto	noches	provincia	checkin	checkout
Concepción del Uruguay	UBUNTU	Casa o chalet entero, 2 dormitorios, 1 sala de estar, 2 baños, 120m²	NA	Precio $ 451.530	+ $ 94.821 de impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Alem	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 30m²	NA	Precio $ 107.944	Incluye impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Departamento Plaza Urquiza	Apartamento entero, 2 dormitorios, 1 sala de estar, 1 baño, 50m²	9,3	Precio $ 282.206	Incluye impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Duplex Don Bosco	Casa o chalet entero, 2 dormitorios, 1 sala de estar, 2 baños, 85m²	9,1	Precio original $ 253.986. Precio actual $ 228.587.	Incluye impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Espacio Laguna	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño, 40m²	NA	Precio $ 214.477	Incluye impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Urquiza 575	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 35m²	8,3	Precio $ 141.103	+ $ 29.632 de impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Los aguaribay hotel boutique		NA	Precio $ 239.875	+ $ 50.374 de impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Departamento para 3/4 personas en zona centro	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina	9,3	Precio original $ 135.459. Precio actual $ 120.559.	Incluye impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	9 de Julio 2210	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 80m²	NA	Precio $ 197.544	Incluye impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Galarza Alojamiento	Apartamento entero, 1 dormitorio, 1 sala de estar, 2 baños, 1 cocina, 40m²	10	Precio $ 239.875	Incluye impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Duplex en el centro de Concepción del Uruguay	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 40m²	8,5	Precio $ 167.913	+ $ 35.262 de impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Urquiza 579	Apartamento entero, 2 dormitorios, 2 baños, 350m²	9,1	Precio $ 158.036	+ $ 33.187 de impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Dpto El Monumento	Apartamento entero, 2 dormitorios, 1 sala de estar, 2 baños, 1 cocina, 75m²	9,6	Precio $ 293.495	+ $ 61.634 de impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Altos San Martín	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 60m²	10	Precio $ 211.090	Incluye impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Solar del Río	Apartamento entero, 2 dormitorios, 1 sala de estar, 1 baño, 1 cocina, 16m²	9,7	Precio $ 211.655	+ $ 74.079 de impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	Las Golondrinas	Apartamento entero, 1 dormitorio, 1 baño, 25m²	NA	Precio $ 158.318	Incluye impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
Concepción del Uruguay	La Titina, Estancia y Reserva Natural		8,7	Precio $ 761.957	+ $ 3.528 de impuestos y cargos	16 noches, 2 adultos	Entre Rios	2023-5-15	2023-5-31
